listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,location,seller_type,features
1626,6B44XL207A4232407,Ford,Maverick,2025,LX,Convertible,Diesel,Automatic,0,23024.0,salvage,"Panvel, MH, India",Dealer,"Keyless Entry, LED Headlights, Navigation, Push Button Start"
1627,A5FRFR6C5SHJD4222,Tesla,Model Y,2022,L,Van,CNG,Automatic,60960,24919.0,good,"Allard, ARA, France",Dealer,"Adaptive Cruise Control, Backup Camera, Panoramic Roof, Sunroof, Ventilated Seats"
1628,2RN8BF9H0W52C3663,Skoda,Slavia,2020,Limited,Crossover,Petrol,DCT,108091,10945.0,excellent,"Wolfenbüttel, SN, Germany",Private Party,"Android Auto, LED Headlights, Lane Keep Assist, Leather Seats, Panoramic Roof, Parking Sensors, Sunroof, Wireless Charging"
1629,WL7C3V8D9KDB28279,Hyundai,Creta,2019,XSE,Pickup,Petrol,Manual,46625,9994.0,fair,"St. William, QLD, Australia",Private Party,"Apple CarPlay, Bluetooth, LED Headlights, Push Button Start, Wireless Charging"
1630,KUFY18HJ2NLGG8922,Hyundai,Creta,2023,XSE,Coupe,Diesel,Automatic,21406,20770.0,good,"Sales, SP, Brazil",Private Party,"Adaptive Cruise Control, LED Headlights, Lane Keep Assist, Navigation, Push Button Start, Sunroof"
1631,VSRJHPZ109K0V0075,Toyota,Camry,2019,LTZ,Crossover,Hybrid,Automatic,77941,8884.0,good,"Ramagundam, KL, India",Dealer,"Blind Spot Monitor, Bluetooth, Fog Lights, Heated Seats, Lane Keep Assist, Leather Seats, Panoramic Roof, Parking Sensors, Wireless Charging"
1632,5TYMJZ3XXLHV48967,Hyundai,Tucson,2021,Platinum,Hatchback,Electric,Automatic,26433,9811.0,fair,"Lake James, QC, Canada",Private Party,"Adaptive Cruise Control, Lane Keep Assist, Panoramic Roof, Parking Sensors, Sunroof"
1633,8X49900U6C6R61948,BMW,X3,2014,Titanium,SUV,Diesel,Automatic,137434,5279.0,fair,"Hoareau-sur-Meunier, PACA, France",Dealer,"Android Auto, Keyless Entry, Lane Keep Assist, Sunroof"
1634,J4GP64W758J922509,Chevrolet,Equinox,2021,Sport,Sedan,Plug-in Hybrid,Automatic,80874,10071.0,fair,"Calau, BW, Germany",Private Party,"Adaptive Cruise Control, Backup Camera, Fog Lights, Keyless Entry, Navigation, Panoramic Roof, Push Button Start, Wireless Charging"
1635,K375VLJ08YR512116,BMW,3 Series,2008,Long Range,Pickup,CNG,Automatic,211708,1548.0,fair,"川崎市中原区, Aichi, Japan",Dealer,"Android Auto, Bluetooth, Leather Seats, Push Button Start, Sunroof"
1636,6XMSUFL2XBXBY6140,Chevrolet,Trax,2014,Performance,SUV,Petrol,Manual,162282,3573.0,excellent,"青梅市, Kanagawa, Japan",Private Party,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Bluetooth, Keyless Entry, Leather Seats, Push Button Start, Sunroof, Wireless Charging"
1637,X8AY2B6S2TYJA4663,Toyota,Highlander,2015,Touring,Van,Petrol,Manual,94383,3255.0,good,"Port Louis, ENG, UK",Dealer,"Adaptive Cruise Control, Fog Lights, Lane Keep Assist, Parking Sensors, Push Button Start, Sunroof"
1638,AGWPSSN5X8WAN2520,Audi,Q3,2015,Base,Crossover,Petrol,Automatic,165415,4118.0,excellent,"West Margaretside, NB, Canada",Private Party,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Backup Camera, Fog Lights, LED Headlights, Parking Sensors, Sunroof, Ventilated Seats"
1639,GJH5VGEWXRHZY1424,BMW,X5,2013,SE,MPV,Hybrid,Manual,141052,2239.0,fair,"Bloemfontein, LP, South Africa",Private Party,"Alloy Wheels, Heated Seats, Lane Keep Assist, Leather Seats"
1640,FNHY46H94MWF44107,Toyota,Tacoma,2024,Premium,Convertible,Petrol,Manual,11616,26193.0,fair,"Pretoria, LP, South Africa",Private Party,"Android Auto, Keyless Entry, Lane Keep Assist, Navigation, Push Button Start"
1641,WUA670DH91SRX3392,Kia,Sorento,2014,XLE,Crossover,CNG,Automatic,295093,1626.0,fair,"Sainte Éric-sur-Mer, OCC, France",Certified Pre-Owned,"Apple CarPlay, Fog Lights, Keyless Entry, Push Button Start"
1642,Z9BHJ8TW5TT5Y8118,Hyundai,Tucson,2015,Titanium,Van,CNG,Automatic,74103,4791.0,excellent,"East London, MP, South Africa",Certified Pre-Owned,"Android Auto, Fog Lights, Push Button Start, Sunroof"
1643,UV8U11UG8WXV47211,Nissan,Magnite,2020,Touring,Sedan,Hybrid,Manual,91284,8535.0,good,"Jamalpur, RJ, India",Dealer,
1644,MRU0N33142MAL7770,Toyota,Corolla,2014,Titanium,SUV,Hybrid,CVT,159994,1878.0,fair,"North Monica, VIC, Australia",Dealer,"Bluetooth, LED Headlights, Panoramic Roof, Push Button Start"
1645,TZYBEKF350E9N5651,Tesla,Model 3,2015,LE,SUV,Hybrid,Automatic,156760,6174.0,good,"Klein, OCC, France",Private Party,"Alloy Wheels, Android Auto, Fog Lights, Navigation, Parking Sensors, Ventilated Seats, Wireless Charging"
1646,FLTGGDCA6LSKZ7779,Tata,Harrier,2025,,Convertible,Hybrid,Manual,0,22349.0,fair,"Siqueira, PR, Brazil",Dealer,"Adaptive Cruise Control, Backup Camera, Fog Lights, Heated Seats, Lane Keep Assist, Navigation, Push Button Start, Sunroof"
1647,N5XE7PS96RJCG1856,Skoda,Octavia,2019,Platinum,Pickup,Hybrid,CVT,97888,9975.0,excellent,"Saraton, WLS, UK",Private Party,"Backup Camera, Bluetooth, Leather Seats, Navigation, Push Button Start, Wireless Charging"
1648,K15WS33R1FPAS4424,Volkswagen,Taigun,2023,XSE,Crossover,Petrol,Manual,18051,21670.0,excellent,"Georgemouth, SA, Australia",Dealer,"Heated Seats, Panoramic Roof, Ventilated Seats, Wireless Charging"
1649,YVZDGBL02H6KA7330,BMW,3 Series,2013,XLE,MPV,Plug-in Hybrid,Automatic,137625,2616.0,good,"Wrightfurt, IL, US",Private Party,"Alloy Wheels, Android Auto, Bluetooth, Fog Lights, Heated Seats, Keyless Entry, Panoramic Roof"
1650,KJFE1AD03YAYE3142,Kia,Sportage,2025,LTZ,SUV,Petrol,Manual,0,45872.0,new,"Michaelfort, AB, Canada",Dealer,"Apple CarPlay, Blind Spot Monitor, Fog Lights, LED Headlights, Navigation, Parking Sensors, Push Button Start"
1651,WZK82US706JM85531,Ford,F-150,2019,LE,Crossover,Petrol,Manual,93933,7018.0,excellent,"Johannesburg, KZN, South Africa",Dealer,"Alloy Wheels, Apple CarPlay, Navigation, Sunroof, Ventilated Seats"
1652,6DA9H1M54F8107108,Audi,Q3,2021,,Convertible,Petrol,Automatic,51597,29571.0,excellent,"Sainte Philippine, PDL, France",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Apple CarPlay, Blind Spot Monitor, Bluetooth"
1653,HLE6WC5Z5XAVB2051,Ford,F-150,2006,Platinum,Van,Diesel,Automatic,200745,1293.0,like new,"New Danielton, NC, US",Dealer,
1654,U932R20ZXF0U94485,Hyundai,Tucson,2015,EX,Crossover,Hybrid,Automatic,150961,2468.0,excellent,"West Jeffrey, NS, Canada",Dealer,"LED Headlights, Navigation, Panoramic Roof, Push Button Start, Ventilated Seats, Wireless Charging"
1655,2YN3ATSH2RLDD2051,Skoda,Octavia,2018,XSE,Coupe,Petrol,Automatic,112555,4965.0,good,"New Barbaraville, NT, Australia",Private Party,"Heated Seats, Keyless Entry, Lane Keep Assist, Leather Seats, Parking Sensors"
1656,T43DX91SXB5AP5343,Tata,Altroz,2016,Performance,MPV,Hybrid,Manual,85424,2677.0,good,"Bloemfontein, NW, South Africa",Private Party,"Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitor, LED Headlights, Leather Seats, Ventilated Seats"
1657,LR8UYMW079J1Z4627,Nissan,Sentra,2016,Platinum,MPV,Diesel,Automatic,119165,3984.0,fair,"Neustadt am Rübenberge, RP, Germany",Dealer,"Alloy Wheels, Heated Seats, Keyless Entry, Push Button Start, Sunroof, Ventilated Seats"
1658,8GN3K29T46WZE3993,BMW,X5,2021,Performance,Van,Diesel,Automatic,50401,10118.0,salvage,"Lake Heidi, WA, US",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Blind Spot Monitor, LED Headlights, Panoramic Roof"
1659,YML167E83BE6M0718,Audi,Q3,2015,Base,SUV,Petrol,Automatic,95791,6697.0,good,"Lake Thomas, BC, Canada",Dealer,
1660,A794CTT52HUJA4514,Toyota,Corolla,2015,Premium,MPV,Electric,Automatic,113481,2716.0,good,"Moreira, PA, Brazil",Certified Pre-Owned,"Backup Camera, Blind Spot Monitor, Bluetooth, Leather Seats, Navigation, Wireless Charging"
1661,T27WRFZN8GE1X7530,Skoda,Octavia,2025,Performance,Coupe,Petrol,Manual,0,27284.0,fair,"Castroborough, QLD, Australia",Dealer,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Blind Spot Monitor, Fog Lights, Navigation, Parking Sensors, Ventilated Seats"
1662,K0AJ5J8Z65R7P5614,Tata,Punch,2014,XSE,Crossover,Hybrid,Automatic,181271,1691.0,good,"Solapur, KL, India",Private Party,"Apple CarPlay, Bluetooth, Keyless Entry, Navigation, Panoramic Roof, Parking Sensors, Push Button Start"
1663,HUBYG14879B0U9575,Mercedes-Benz,E-Class,2021,LTZ,Coupe,Hybrid,Automatic,37879,26228.0,like new,"New Jennaburgh, NIR, UK",Dealer,"Android Auto, Bluetooth, Fog Lights, Keyless Entry, Lane Keep Assist, Panoramic Roof, Parking Sensors, Sunroof, Ventilated Seats"
1664,R84AUKZU2LE1V5179,Nissan,Magnite,2014,,Hatchback,Electric,Automatic,87899,2405.0,excellent,"Frederickchester, NJ, US",Dealer,"Adaptive Cruise Control, Alloy Wheels, Fog Lights, Keyless Entry, Lane Keep Assist, Navigation, Panoramic Roof, Push Button Start, Ventilated Seats"
1665,Y4STZESM5EYLY4742,BMW,X3,2024,Performance,Van,Petrol,Automatic,16384,34028.0,fair,"新島村, Kyoto, Japan",Dealer,"Blind Spot Monitor, Fog Lights, Heated Seats, Keyless Entry, Navigation, Panoramic Roof, Parking Sensors, Push Button Start"
1666,E6N6S9LY2M0AL4151,Mercedes-Benz,GLC,2009,Sport,Coupe,Petrol,Automatic,205745,1638.0,good,"South Tamaratown, CO, US",Dealer,"Apple CarPlay, Keyless Entry, Lane Keep Assist, Navigation, Sunroof, Wireless Charging"
1667,RFZH7TDVXT9DM8658,Chevrolet,Malibu,2017,LTZ,Van,Petrol,Manual,99423,3637.0,fair,"Pretoria, GP, South Africa",Certified Pre-Owned,"Adaptive Cruise Control, Android Auto, Fog Lights, Leather Seats, Panoramic Roof"
1668,MT65YTDR95MSU4258,Ford,F-150,2019,L,Crossover,Petrol,Automatic,80953,8867.0,new,"West Michaelview, MB, Canada",Dealer,"Android Auto, Backup Camera, Bluetooth, Keyless Entry, Lane Keep Assist, Navigation, Push Button Start, Ventilated Seats, Wireless Charging"
1669,VLRUYTCY1GMDA7582,Kia,Sonet,2012,Performance,Convertible,CNG,Automatic,102379,3164.0,excellent,"Carvalho, MG, Brazil",Private Party,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Panoramic Roof, Parking Sensors, Sunroof"
1670,1K3XH79C5D0KJ7533,Audi,A4,2017,LE,Hatchback,Petrol,Manual,86445,4279.0,fair,"North Amanda, MI, US",Dealer,"Adaptive Cruise Control, Backup Camera, Heated Seats, Parking Sensors, Sunroof"
1671,1BJM9WU09E6LE0472,Tesla,Model 3,2018,XLE,MPV,CNG,Automatic,59040,11510.0,excellent,"East Sheila, SCT, UK",Dealer,"Fog Lights, Navigation, Panoramic Roof, Parking Sensors, Sunroof, Ventilated Seats"
1672,101N18741S3UV5942,Chevrolet,Trax,2018,LTZ,Convertible,Petrol,Manual,107782,8687.0,good,"Thibault, GES, France",Dealer,"Apple CarPlay, Bluetooth, Heated Seats, Panoramic Roof, Wireless Charging"
1673,C3UXRH0T2EJZ48841,Audi,A4,2016,L,Pickup,Diesel,Automatic,87461,9649.0,good,"Cardoso do Sul, AM, Brazil",Dealer,"Adaptive Cruise Control, Android Auto, Blind Spot Monitor, Bluetooth, Fog Lights, Lane Keep Assist, Sunroof"
1674,WSCPHJVW7KWF77366,Mercedes-Benz,GLA,2005,LE,SUV,Hybrid,Automatic,418428,1225.0,like new,"Fatehpur, MH, India",Dealer,"Backup Camera, Bluetooth, Heated Seats, Keyless Entry, Lane Keep Assist, Navigation, Sunroof"
1675,FXZJZZ1V37PBH4095,Skoda,Kushaq,2014,EX,MPV,Petrol,Manual,271664,1768.0,good,"Nauen, NI, Germany",Certified Pre-Owned,"Adaptive Cruise Control, Apple CarPlay, Keyless Entry, LED Headlights, Panoramic Roof, Sunroof, Wireless Charging"
1676,PEUCVY9T7HL897809,Ford,F-150,2015,Limited,Sedan,Petrol,Manual,118547,2367.0,good,"Adamland, SCT, UK",Dealer,"Adaptive Cruise Control, Alloy Wheels, Bluetooth, Push Button Start"
1677,YBF9JFYU5ZUD31160,Nissan,Sentra,2013,Sport,Crossover,Petrol,Automatic,103679,2333.0,good,"Stevenside, NL, Canada",Dealer,"Adaptive Cruise Control, Bluetooth, Keyless Entry, Lane Keep Assist, Leather Seats, Sunroof, Ventilated Seats, Wireless Charging"
1678,MN2LX97K7ZNG27606,BMW,X3,2017,,Sedan,Petrol,Manual,206650,5257.0,excellent,"Brunel, PDL, France",Dealer,"Android Auto, Heated Seats, Navigation, Ventilated Seats"
1679,J06RZ99M6BYGF8415,Honda,Accord,2016,LE,Coupe,Petrol,Automatic,140954,4865.0,good,"Gomezboeuf, OCC, France",Dealer,"Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitor, Navigation, Push Button Start, Sunroof, Ventilated Seats"
1680,NM6Z1EUX3SARV8008,Volkswagen,Jetta,2017,Base,Crossover,Hybrid,Automatic,95435,7609.0,excellent,"Parsberg, HB, Germany",Dealer,"Adaptive Cruise Control, Fog Lights, Keyless Entry, LED Headlights, Navigation, Panoramic Roof, Sunroof, Wireless Charging"
1681,A9CYAZXD2XAC60751,Audi,Q5,2016,Touring,Hatchback,Petrol,Manual,183430,4101.0,excellent,"小平市, Aichi, Japan",Private Party,"Heated Seats, LED Headlights, Lane Keep Assist, Sunroof"
1682,YUV7KTBK69T741487,Honda,Amaze,2025,Platinum,Convertible,Plug-in Hybrid,Automatic,0,37286.0,fair,"Robertston, WLS, UK",Private Party,
1683,D9GD62FS73PTK3092,Audi,A4,2011,,SUV,Petrol,CVT,171166,3763.0,excellent,"Sainte ChristelleBourg, PDL, France",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Lane Keep Assist, Navigation, Parking Sensors"
1684,NC2KR7659MBAT7458,Nissan,Sentra,2017,XSE,Pickup,Plug-in Hybrid,Manual,56044,10380.0,,"Gordonbury, NS, Canada",Private Party,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Apple CarPlay, Bluetooth, Parking Sensors"
1685,HEB5SB7Y17KC13201,Nissan,Sentra,2012,EX,Van,Diesel,Manual,275802,1705.0,excellent,"Sainte Sophie-les-Bains, NAQ, France",Dealer,"Android Auto, Backup Camera, Fog Lights, Parking Sensors, Push Button Start, Wireless Charging"
1686,1ABGL5VAXN2R15361,Mercedes-Benz,GLA,2014,Long Range,MPV,Petrol,Automatic,294518,2409.0,fair,"Colin, PDL, France",Dealer,"Alloy Wheels, Blind Spot Monitor, Bluetooth, Fog Lights, Navigation, Sunroof, Ventilated Seats"
1687,21LBFCPB8ZGK02162,Kia,Sportage,2022,,Coupe,Petrol,CVT,39823,18138.0,good,"Firozabad, PB, India",Private Party,"Blind Spot Monitor, Keyless Entry, Lane Keep Assist, Navigation, Panoramic Roof, Parking Sensors"
1688,MJTKEDGU1JPCV7848,Audi,A6,2012,,Coupe,Petrol,Automatic,178803,2060.0,fair,"Pereira Verde, PE, Brazil",Dealer,"Alloy Wheels, Android Auto, Apple CarPlay, Heated Seats, Keyless Entry, Leather Seats, Panoramic Roof, Parking Sensors, Sunroof"
1689,8P0ZDMMP4FEE99480,Volkswagen,Taigun,2018,Performance,Van,Petrol,Manual,70573,6898.0,excellent,"Port Elizabeth, EC, South Africa",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Panoramic Roof, Push Button Start"
1690,Z5TTNZK59AY7E8008,Volkswagen,Jetta,2017,SE,Pickup,Electric,Automatic,50378,10861.0,excellent,"Durban, WC, South Africa",Private Party,"Adaptive Cruise Control, Apple CarPlay, Fog Lights, Leather Seats, Push Button Start, Ventilated Seats"
1691,26L5343F3CPKK8386,Mercedes-Benz,GLC,2021,,Sedan,Petrol,Manual,34810,17654.0,good,"New Jennifer, NB, Canada",Certified Pre-Owned,"Adaptive Cruise Control, Android Auto, Fog Lights, Keyless Entry, LED Headlights, Navigation"
1692,X7RA891M1NDAJ7818,Tesla,Model Y,2017,,Crossover,Petrol,Automatic,81232,10159.0,excellent,"Cape Town, EC, South Africa",Private Party,"Apple CarPlay, Heated Seats, Lane Keep Assist, Leather Seats, Sunroof, Ventilated Seats"
1693,E8XFBYU73YXJ69873,Tata,Altroz,2022,L,Convertible,Petrol,Manual,61019,15020.0,excellent,"Narasaraopet, HR, India",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Blind Spot Monitor, Bluetooth, Fog Lights, Lane Keep Assist, Parking Sensors, Wireless Charging"
1694,XBJFXMPC2CH2R0414,Nissan,Rogue,2013,EX,Van,Hybrid,Automatic,96959,2955.0,excellent,"Josephhaven, NT, Australia",Dealer,"Adaptive Cruise Control, Alloy Wheels, Fog Lights, Heated Seats, Keyless Entry, Leather Seats, Ventilated Seats"
1695,B89D30FD604FS8207,Skoda,Slavia,2017,Base,Convertible,Diesel,Automatic,67973,8578.0,excellent,"South Rhysburgh, ENG, UK",Dealer,"Android Auto, Apple CarPlay, Backup Camera, Blind Spot Monitor, Leather Seats, Panoramic Roof, Parking Sensors, Sunroof, Ventilated Seats"
1696,VP0GNCF368W7H3505,Tata,Altroz,2015,SE,Convertible,Diesel,Manual,259187,1755.0,fair,"西多摩郡日の出町, Osaka, Japan",Private Party,"Alloy Wheels, Backup Camera, Blind Spot Monitor, Bluetooth, Keyless Entry, Lane Keep Assist, Leather Seats"
1697,4FH45Y16X8REC3801,Nissan,Rogue,2021,Performance,SUV,Hybrid,Automatic,55990,15224.0,good,"小笠原村, Tokyo, Japan",Dealer,"Blind Spot Monitor, LED Headlights, Navigation, Sunroof"
1698,ZB3ZS4JA13MP51608,Kia,Sportage,2013,Trend,Coupe,Plug-in Hybrid,Automatic,130971,1759.0,good,"East London, LP, South Africa",Private Party,"Adaptive Cruise Control, Heated Seats, Keyless Entry, LED Headlights, Lane Keep Assist, Leather Seats, Parking Sensors, Ventilated Seats, Wireless Charging"
1699,4D7ASWEJ4265N3676,Nissan,Magnite,2019,Premium,Coupe,Petrol,CVT,83743,10221.0,good,"Paul, PACA, France",Dealer,"Alloy Wheels, Android Auto, Apple CarPlay, Leather Seats, Parking Sensors, Push Button Start, Sunroof, Ventilated Seats"
1700,Y1S9KK9X6UK7S3658,Skoda,Octavia,2022,,Hatchback,Petrol,Automatic,30415,11546.0,good,"East London, LP, South Africa",Dealer,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Fog Lights, Sunroof"
1701,VFW7N1FY433W81651,Tata,Nexon,2017,Platinum,MPV,Petrol,Manual,89251,3204.0,good,"East Joshuamouth, NL, Canada",Private Party,"Android Auto, Blind Spot Monitor, Fog Lights, Keyless Entry, Lane Keep Assist, Navigation, Wireless Charging"
1702,C1U479AY1F0289371,Kia,Sorento,2014,Base,MPV,Petrol,AMT,224248,1906.0,good,"Giridih, KL, India",Dealer,"Lane Keep Assist, Push Button Start, Sunroof, Ventilated Seats"
1703,7CXZZ5YM67VU36544,Volkswagen,Tiguan,2016,Titanium,SUV,Hybrid,Automatic,204988,2591.0,fair,"Danapur, KL, India",Dealer,
1704,TVHMV9NT2BPY35577,Tesla,Model 3,2018,SE,Hatchback,CNG,DCT,133068,6796.0,good,"長生郡長生村, Hokkaido, Japan",Dealer,"Alloy Wheels, Keyless Entry, Leather Seats, Parking Sensors, Push Button Start, Sunroof"
1705,V2X5RE5Y8FJZD6513,Audi,Q3,2023,Long Range,Hatchback,Petrol,Automatic,22961,24888.0,,"North Steven, GA, US",Dealer,"Adaptive Cruise Control, Android Auto, Backup Camera, Lane Keep Assist, Navigation, Parking Sensors"
1706,T1W1G3HG374CE1139,Hyundai,i20,2019,Limited,Coupe,Plug-in Hybrid,Automatic,71395,15073.0,new,"小金井市, Kanagawa, Japan",Private Party,"Alloy Wheels, Bluetooth, Fog Lights, Heated Seats, LED Headlights, Lane Keep Assist, Wireless Charging"
1707,3HYT8A1HX9WB85558,Ford,Maverick,2015,LTZ,Hatchback,Diesel,Manual,154603,1544.0,good,"Carlachester, VIC, Australia",Private Party,"Android Auto, Blind Spot Monitor, Fog Lights, LED Headlights, Lane Keep Assist, Leather Seats, Push Button Start, Sunroof, Wireless Charging"
1708,DNZ6W67F4G1BZ9789,Mercedes-Benz,GLA,2018,,Van,CNG,AMT,112727,6180.0,,"Monteiro do Oeste, AM, Brazil",Dealer,"Keyless Entry, Leather Seats, Sunroof, Ventilated Seats"
1709,S0M9J87L320XK2862,Hyundai,Sonata,2017,,Van,Electric,Manual,141668,5293.0,good,"Neuss, NI, Germany",Dealer,"Adaptive Cruise Control, Backup Camera, Bluetooth, Keyless Entry, Sunroof"
1710,CKXN4L010B9TZ2484,Tesla,Model 3,2014,LTZ,Crossover,Petrol,Automatic,238208,3106.0,good,"Étienne-les-Bains, OCC, France",Private Party,
1711,FVNMD1Z49P77D3098,Maruti,Dzire,2005,Premium,Crossover,Diesel,Automatic,418428,1283.0,excellent,"Jalandhar, WB, India",Private Party,"Adaptive Cruise Control, Backup Camera, Bluetooth, Lane Keep Assist, Navigation, Wireless Charging"
1712,8XCA34V60P2VF3720,Nissan,Rogue,2024,,MPV,Petrol,CVT,11949,19500.0,fair,"Sainte Charles, PACA, France",Dealer,"Android Auto, Apple CarPlay, Fog Lights, Lane Keep Assist, Parking Sensors"
1713,CX7MXR1X8E4972378,Skoda,Octavia,2022,EX,Hatchback,CNG,Manual,38665,8368.0,fair,"Perryview, SCT, UK",Certified Pre-Owned,"Alloy Wheels, Android Auto, Bluetooth, LED Headlights, Lane Keep Assist, Sunroof"
1714,RTA7V6JJ8CAAX0890,Tesla,Model Y,2023,Premium,Coupe,Petrol,Automatic,15042,41993.0,,"Lake Sam, NIR, UK",Dealer,"Android Auto, Apple CarPlay, LED Headlights, Sunroof"
1715,ZYRKSGSS1H90S7235,Hyundai,Elantra,2020,,Convertible,Petrol,Manual,75134,12461.0,excellent,"Lake Russellstad, PA, US",Dealer,"Alloy Wheels, Android Auto, Apple CarPlay, Bluetooth, LED Headlights, Panoramic Roof, Ventilated Seats"
1716,F4XMKC4B7382R7355,Chevrolet,Malibu,2019,Long Range,Pickup,Diesel,CVT,150801,7137.0,fair,"Arrah, TN, India",Certified Pre-Owned,"Backup Camera, Bluetooth, Fog Lights, Panoramic Roof, Push Button Start, Ventilated Seats"
1717,JV1XC5BJ7PXS21382,Chevrolet,Equinox,2020,Touring,SUV,Petrol,Automatic,102756,9948.0,fair,"Säckingen, RP, Germany",Certified Pre-Owned,"Apple CarPlay, Blind Spot Monitor, Fog Lights, LED Headlights, Navigation, Panoramic Roof, Push Button Start"
1718,249C75TTX7C1H3063,Hyundai,Tucson,2010,Trend,Van,Hybrid,Manual,248278,1239.0,fair,"New Jamestown, IL, US",Private Party,"Adaptive Cruise Control, LED Headlights, Leather Seats, Navigation, Sunroof, Wireless Charging"
1719,MJDLB6FP0P0X39743,Kia,Sportage,2020,LT,Convertible,Hybrid,Manual,110872,6954.0,salvage,"Lacroix, PACA, France",Private Party,
1720,6LTCP3NZ6KUHA1905,Kia,Sportage,2020,Sport,Sedan,Petrol,Manual,113664,8367.0,good,"Bhusawal, PB, India",Private Party,"Apple CarPlay, Bluetooth, Keyless Entry, LED Headlights, Navigation, Sunroof, Wireless Charging"
1721,7TP0C74N892CJ9606,Skoda,Slavia,2008,Premium,Coupe,Petrol,CVT,200900,1257.0,good,"Ahmedland, SCT, UK",Certified Pre-Owned,"Backup Camera, Fog Lights, LED Headlights, Navigation, Parking Sensors"
1722,WXWM0EHB2ATNA8606,Honda,Accord,2021,EX,Coupe,Electric,Automatic,41611,14305.0,fair,"Gailchester, ENG, UK",Dealer,"Alloy Wheels, Android Auto, Backup Camera, LED Headlights, Leather Seats, Push Button Start, Sunroof, Ventilated Seats"
